"","SRR6898209","SRR6898210","SRR8094748","SRR8094749","SRR8094750","SRR8094751","SRR6898193","SRR6898194","SRR6898195","SRR6898211"
"GYG1",772,993,226,200,228,130,240,144,83,66
"HLTF",1417,2523,220,270,274,396,243,748,381,905
"HLTF-AS1",0,0,0,0,0,0,0,0,0,0
"HPS3",786,1124,96,104,98,134,103,219,59,145
"CP",12955,12039,9771,6443,6236,35237,54323,46948,37593,69724
"RP11-206M11.7",0,0,0,0,0,0,0,0,0,0
"TM4SF18",8,2,194,167,100,4,116,176,2,8
"TM4SF1",7058,6644,1290,770,518,52,398,837,736,138
"TM4SF1-AS1",3,13,2,0,2,2,0,0,4,2
"RP11-278L15.2",24,35,0,0,0,0,0,2,1,0
"TM4SF4",7992,11289,7403,6637,6682,7569,3385,7553,8614,11371
"WWTR1",980,1036,511,344,238,141,296,842,319,339
"WWTR1-AS1",2,7,6,8,0,2,0,4,2,0
"COMMD2",1113,1003,204,211,218,212,250,324,208,302
"ANKUB1",0,0,0,0,0,0,0,0,1,2
"RNF13",938,729,690,851,758,975,1267,1451,1025,1592
"PFN2",2109,1554,365,521,252,256,175,232,245,221
"AC117395.1",14,14,10,7,8,0,2,2,6,0
"RP11-651P23.5",0,2,0,0,0,0,0,0,0,0
"RP11-167H9.4",1,0,0,0,0,0,0,0,0,0
"snoU13",2,0,0,0,0,0,0,0,0,0
"RP11-167H9.5",6,3,0,0,0,0,0,0,0,0
"RP11-167H9.6",0,0,0,0,0,0,0,0,0,0
"RP11-483E7.1",28,17,2,14,2,0,4,0,3,4
"TSC22D2",673,1194,1155,628,774,527,900,1344,1332,795
"SERP1",5818,5881,4645,3634,5818,5369,8579,4125,3014,4202
"EIF2A",2916,3740,868,783,771,1179,1180,1472,993,1633
"SELT",2416,2275,1182,1211,1114,1190,1504,1313,1078,1662
"FAM194A",2,2,2,0,2,0,1,0,2,0
"RP11-103G8.2",11,2,17,8,13,2,5,6,4,11
"SIAH2",760,1068,1790,1995,4053,2693,1130,1396,676,1250
"SIAH2-AS1",0,2,14,17,12,6,7,7,8,22
"CLRN1-AS1",0,0,28,16,22,0,0,0,0,4
"FAM188B2",0,0,2,0,0,0,0,0,4,0
"RP11-166N6.3",0,0,0,0,0,0,0,0,0,0
"RP11-166N6.2",0,0,0,3,0,0,4,0,0,0
"RP11-373I8.1",0,0,0,0,0,0,0,0,0,0
"CLRN1",0,0,0,0,0,0,0,0,1,0
"MED12L",16,16,14,5,10,2,16,6,0,3
"GPR171",0,0,26,34,26,2,4,20,0,8
"P2RY14",0,0,20,8,12,2,4,26,0,8
"GPR87",40,0,0,0,0,0,0,0,0,0
"P2RY13",0,0,274,196,138,31,367,62,0,74
"P2RY12",0,0,59,59,32,18,96,6,0,18
"IGSF10",823,8,22,11,10,2,59,4,4,2
"RP11-454C18.1",0,0,0,0,0,0,0,0,1,0
"AADACL2",0,0,0,0,0,0,0,0,1,0
"RP11-454C18.2",0,6,1,2,2,0,1,0,0,7
"RP11-64D22.5",2,3,0,7,0,0,0,3,1,9
"AADAC",2060,1763,3926,5369,4712,9335,4323,11350,11461,11378
"SUCNR1",26,54,54,128,66,48,111,190,78,290
"RP11-246A10.1",0,0,0,0,0,0,0,0,0,0
"MBNL1",1616,1927,1081,828,684,652,1502,1400,897,1744
"MBNL1-AS1",12,0,14,10,2,6,2,8,16,8
"TMEM14E",0,0,0,0,0,0,0,0,0,0
"RP11-362A9.3",0,0,0,0,0,0,0,0,0,0
"RP11-788A4.1",1,2,0,0,0,0,0,0,0,0
"P2RY1",110,96,30,18,16,6,72,32,0,12
"RP11-38P22.2",87,39,29,14,13,1,47,20,0,8
"RP11-529G21.2",2,2,0,0,0,0,0,0,0,0
"RAP2B",1078,1029,460,490,414,146,474,372,150,194
"RP11-292E2.1",0,0,0,2,0,0,1,0,0,0
"RP11-292E2.2",0,0,2,0,0,0,0,0,0,0
"RP11-292E2.4",0,0,0,0,0,0,0,0,0,0
"C3orf79",0,0,0,0,0,0,0,0,0,0
"RP11-217E22.5",0,2,0,0,0,0,0,0,0,0
"ARHGEF26",671,697,1530,772,524,596,890,1078,2008,3209
"DHX36",1615,1625,484,284,259,301,584,749,593,942
"GPR149",0,0,0,0,0,0,0,0,0,0
"RP11-656A15.1",0,0,0,0,0,0,0,0,0,0
"RP11-439C8.1",0,0,0,0,0,0,0,0,0,0
"RP11-439C8.2",0,0,0,0,0,0,0,0,0,4
"MME",301,8,1197,689,556,1189,351,592,1632,4594
"MME-AS1",0,0,0,0,0,0,0,0,0,0
"RP11-451G4.1",0,0,0,0,0,0,0,0,0,0
"RP11-451G4.2",0,0,0,0,0,0,0,0,2,0
"RP11-451G4.3",0,0,4,0,0,0,0,0,0,0
"PLCH1",135,191,8,0,0,0,0,14,4,2
"PLCH1-AS1",0,0,0,0,0,0,0,0,0,0
"PLCH1-AS2",0,0,0,0,0,0,0,0,0,0
"AC104472.1",0,0,0,0,0,0,0,0,0,6
"C3orf33",130,151,17,32,40,22,30,70,32,42
"SLC33A1",2038,2194,765,496,768,732,2676,1188,800,1220
"GMPS",1518,2229,308,320,396,482,700,624,431,501
"KCNAB1",54,95,87,95,73,28,89,27,10,31
"KCNAB1-AS2",0,0,0,0,0,0,0,0,0,0
"KCNAB1-AS1",0,0,0,0,0,0,0,0,0,0
"RP11-305K5.1",9,19,8,0,21,0,42,6,11,9
"SSR3",7863,8568,1556,1206,2588,2741,5425,2147,1115,1916
"TIPARP-AS1",12,44,42,35,64,46,11,38,35,43
"TIPARP",708,807,828,286,540,952,367,1140,588,1625
"LINC00886",28,22,24,44,38,40,9,80,47,63
"LEKR1",17,19,17,26,25,12,4,11,9,35
"LINC00880",1,0,0,0,1,0,2,0,0,0
"RP11-6F2.5",0,1,3,5,1,2,2,3,6,4
"LINC00881",8,0,0,2,0,6,0,2,0,4
"CCNL1",3667,3673,2054,1148,1235,1780,2413,2480,3086,3519
"RP11-555M1.3",0,1,21,5,4,9,5,18,13,12
"VEPH1",2,0,32,10,6,7,20,14,0,16
"PTX3",242,4,16,6,8,0,18,12,2,4
"C3orf55",0,0,0,0,0,0,0,0,2,0
"RP11-290K4.1",0,0,0,0,0,0,0,0,0,0
"RP11-290K4.2",0,0,0,0,0,0,0,0,0,0
"SHOX2",0,2,0,0,0,0,2,4,4,0
"RSRC1",536,763,86,169,85,169,159,218,175,235
"RP11-538P18.2",0,0,0,0,0,0,3,0,0,0
"MLF1",69,44,78,16,14,8,21,20,0,6
"GFM1",1341,1534,634,725,790,1279,1665,1369,840,1230
"LXN",641,60,86,20,14,2,27,64,7,6
"RP11-379F4.7",11,8,2,2,10,4,21,17,7,9
"RP11-379F4.6",3,3,6,15,12,0,8,4,2,13
"RARRES1",178,56,24,23,24,15,35,50,16,41
"MFSD1",1767,975,1053,1110,943,970,1653,1208,754,1314
"RP11-379F4.4",19,3,2,0,6,14,0,4,2,2
"RP11-379F4.9",4,1,0,0,4,2,0,0,0,1
"IQCJ-SCHIP1",11,26,43,57,57,69,40,79,22,44
"IQCJ",0,0,0,0,0,0,0,0,0,0
"IQCJ-SCHIP1-AS1",0,0,0,0,0,0,0,0,0,0
"SCHIP1",2,4,6,6,4,0,3,3,2,0
"IL12A-AS1",0,0,0,0,0,0,0,0,0,0
"IL12A",2,21,2,2,0,0,2,1,0,0
"LINC01100",0,0,0,0,0,0,0,0,0,0
"C3orf80",0,0,11,7,13,0,24,1,16,6
"RP11-431I8.1",0,0,0,0,0,0,0,0,0,0
"RP11-432B6.3",0,0,0,0,0,0,0,0,0,0
"IFT80",641,347,72,67,60,55,52,90,58,80
"SMC4",1314,2278,53,50,66,131,429,429,321,308
"TRIM59",190,357,6,11,4,0,25,6,2,12
"KPNA4",2123,2415,564,576,586,558,1140,1115,829,959
"ARL14",76,66,36,12,0,0,2,6,2,2
"RP11-16N11.2",2,10,43,0,6,6,4,6,0,18
"PPM1L",510,1458,160,82,144,232,494,270,307,314
"B3GALNT1",187,217,18,16,18,8,6,13,2,6
"NMD3",2543,3650,693,872,708,1352,975,1621,1375,2227
"SPTSSB",101,262,15,2,0,12,0,16,4,4
"RP11-3P17.4",298,194,31,43,28,24,57,73,38,44
"RP11-3P17.5",204,112,26,22,23,17,41,45,23,17
"OTOL1",2,0,0,0,0,0,0,0,0,0
"RP11-774I5.1",0,0,0,0,0,0,0,0,0,0
"RP11-10O22.1",0,0,0,0,0,0,0,0,0,0
"CT64",0,0,0,0,0,0,0,0,0,0
"RP11-418B12.1",0,0,0,0,0,0,0,0,0,0
"RP11-71H9.2",0,0,0,0,0,0,0,0,0,0
"RP11-71H9.1",0,0,0,0,0,0,0,0,0,0
"SI",2,0,0,0,0,0,0,0,0,0
"RP11-747D18.1",0,0,0,0,0,0,0,0,0,1
"SLITRK3",0,0,109,70,112,246,564,34,711,541
"RP11-85M11.2",1,0,0,6,1,2,4,3,27,56
"BCHE",378,932,3122,4167,2732,4388,769,5145,4083,6980
"RP11-450H5.1",0,0,0,0,0,0,0,0,0,0
"RP11-12K11.2",0,0,0,0,0,0,0,0,0,0
"ZBBX",1,0,2,0,0,0,0,0,0,0
"RP11-576M8.2",0,0,0,0,0,0,0,0,0,0
"SERPINI2",2,0,0,0,0,0,0,0,2,2
"WDR49",0,0,0,0,0,0,0,0,0,0
"PDCD10",1033,1058,248,307,251,414,433,362,271,383
"SERPINI1",485,888,28,44,25,28,22,38,30,50
"RP11-298O21.6",0,0,0,0,0,0,0,0,0,0
"RP11-298O21.7",0,0,0,0,0,0,0,0,0,0
"RP11-298O21.3",0,0,0,0,0,0,0,0,0,0
"RP11-298O21.2",0,0,0,0,0,0,0,0,0,0
"RP11-298O21.5",0,0,0,0,0,0,0,0,0,0
"GOLIM4",3038,4657,1254,1192,1125,1712,3164,4275,2503,3498
"RP11-637O11.2",0,1,0,0,0,0,0,0,0,0
"RP11-368I23.2",1,18,0,0,0,0,0,0,0,0
"RP11-368I23.3",0,4,0,2,0,0,0,0,0,0
"RP11-368I23.4",0,0,0,0,0,0,0,0,0,0
"RP11-152C17.1",0,0,0,0,0,0,0,0,0,0
"MECOM",499,529,45,26,36,2,62,108,2,2
"RP11-641D5.2",1,0,0,0,0,0,0,2,0,0
"TERC",2,10,0,0,0,0,4,0,0,2
"ACTRT3",22,31,21,27,66,39,60,63,59,45
"RP11-816J6.3",0,0,0,0,0,0,0,2,2,3
"MYNN",340,359,173,182,134,189,118,201,90,329
"RP11-362K14.5",19,20,2,2,0,0,0,4,2,6
"LRRC34",12,20,2,8,6,0,8,10,0,2
"RP11-362K14.7",0,0,0,0,0,0,0,0,0,0
"RP11-362K14.6",0,0,0,0,0,0,0,0,0,0
"LRRIQ4",2,0,2,0,0,1,1,1,2,5
"LRRC31",50,32,4,20,16,40,16,83,59,117
"SAMD7",2,0,0,0,0,0,0,0,0,0
"RP11-379K17.4",0,4,0,0,0,0,0,2,0,0
"SEC62",5170,4145,3196,3307,2799,4515,6594,8390,8357,10993
"SEC62-AS1",3,0,0,4,3,3,2,2,0,1
"GPR160",317,206,30,74,32,8,43,48,1,24
"PHC3",1087,1289,120,133,128,136,215,543,343,602
"RP11-379K17.12",0,0,0,0,0,0,0,0,0,0
"PRKCI",1406,1914,222,156,236,235,283,474,205,340
"RP11-543D10.2",0,0,0,0,0,0,0,0,0,0
"SKIL",1172,1008,585,466,258,356,507,952,488,475
"RP11-469J4.3",2,2,0,0,1,4,2,3,1,0
"CLDN11",487,343,72,34,31,2,12,27,8,6
"SLC7A14",4,0,0,2,2,0,0,0,0,0
"RP11-373E16.4",0,0,0,0,0,0,0,0,0,0
"RPL22L1",1706,3165,207,378,336,228,256,262,230,285
"EIF5A2",570,541,18,18,28,22,36,44,16,32
"SLC2A2",4470,2715,9113,10068,9226,16978,7802,27224,20240,40802
"TNIK",1731,2327,80,75,62,101,159,390,300,138
"RP11-185E8.1",4,2,0,0,0,3,0,0,1,0
"PLD1",1279,1571,464,583,481,822,483,1014,965,1667
"PP13439",22,13,0,8,0,0,2,2,0,0
"TMEM212",0,2,2,1,0,0,0,0,1,0
"TMEM212-AS1",0,0,0,0,0,0,0,0,0,0
"FNDC3B",5792,6265,674,504,439,514,2149,1580,1560,1069
"AC092964.2",0,0,0,2,0,0,0,0,4,0
"AC092964.1",0,2,6,0,0,0,2,0,1,0
"GHSR",2,0,4,0,0,0,0,0,0,0
"TNFSF10",530,606,732,1295,1237,1702,1250,2876,2462,4915
"RP11-408H1.3",0,2,8,6,0,2,16,50,34,20
"NCEH1",268,328,147,164,108,54,162,134,52,72
"AC007919.2",0,0,0,0,0,0,0,0,0,0
"ECT2",781,1824,14,40,28,26,69,62,22,38
"SPATA16",0,6,0,0,0,0,0,0,0,0
"RP11-324C10.1",0,0,0,0,0,0,0,0,0,0
"NLGN1",16,38,0,0,0,0,0,0,0,0
"NLGN1-AS1",0,0,0,0,0,0,0,0,0,0
"NAALADL2",147,99,84,48,23,36,17,154,114,237
"NAALADL2-AS2",0,0,0,0,0,2,0,0,0,0
"NAALADL2-AS1",0,0,0,0,0,0,0,0,0,0
"RP11-523G9.3",7,22,5,2,4,0,2,25,17,13
"RP11-809F4.3",0,0,0,0,0,0,0,0,0,0
"RP11-71G7.1",0,2,0,0,0,0,0,0,2,0
"RP11-644C3.1",0,0,0,0,0,0,0,0,0,2
"RP11-255G21.1",0,0,0,0,0,0,0,0,0,0
"TBL1XR1",2307,2306,451,442,590,635,931,1195,1050,1202
"TBL1XR1-AS1",0,0,2,0,0,1,0,0,1,0
"LINC00501",0,0,0,2,0,0,0,0,0,0
"RP11-706D8.3",0,2,0,0,0,0,0,0,0,0
"LINC00578",2,1,0,0,0,0,3,0,0,0
"RP11-114M1.2",0,0,0,0,0,0,0,0,0,0
"RP11-114M1.1",4,2,0,0,0,0,0,0,0,0
"RP11-91K9.1",338,266,84,37,97,96,28,87,132,63
"RP11-2L8.1",46,23,8,3,3,1,2,7,14,7
"RP11-2L8.2",0,0,0,0,0,0,0,0,0,0
"RP11-33A14.1",0,0,0,0,0,0,0,0,0,0
"KCNMB2",4,6,2,2,6,0,0,4,0,0
"RP11-385J1.2",0,1,0,2,0,0,0,0,0,0
"ZMAT3",4698,4798,262,318,222,196,372,344,228,292
"RP11-360P21.2",0,0,0,0,0,0,0,0,0,0
"PIK3CA",621,636,175,187,199,369,344,565,287,539
"RP11-245C23.3",0,0,0,0,0,0,0,0,0,0
"KCNMB3",95,125,24,26,30,8,34,38,10,23
"ZNF639",592,695,283,233,268,196,293,435,283,328
"RP11-255C15.4",4,7,8,10,4,0,13,8,4,2
"RP11-255C15.3",16,12,0,8,8,0,10,0,8,10
"MFN1",1371,1633,216,225,267,476,553,522,344,598
"RP11-145M9.4",43,14,139,111,63,6,44,19,6,8
"AC007620.3",49,21,12,13,23,4,25,20,0,1
"GNB4",219,86,101,55,53,12,75,115,6,16
"RP11-145M9.5",0,1,0,0,0,0,2,1,0,0
"ACTL6A",769,791,228,221,215,309,324,275,232,294
"RP11-15L13.4",0,9,1,0,0,0,2,0,0,0
"RP11-145M9.6",1,2,0,2,4,0,4,2,0,0
"MRPL47",610,574,282,312,241,297,293,216,210,262
"NDUFB5",1557,1533,1265,1385,1624,1563,1314,1894,1546,1808
"USP13",454,753,186,188,220,170,272,436,188,321
"PEX5L",10,16,0,0,0,2,2,6,0,0
"RP11-494H4.3",0,0,0,0,4,0,0,0,0,0
"PEX5L-AS1",0,0,0,0,2,0,0,0,0,0
"PEX5L-AS2",0,0,0,0,0,0,0,0,0,0
"RP11-420J11.2",0,0,0,0,0,0,0,0,0,0
"RP11-496B10.3",0,0,0,0,0,0,0,2,0,4
"TTC14",1227,908,217,162,233,282,237,355,233,332
"CCDC39",209,154,14,6,34,9,16,47,3,24
"CCDC39-AS1",0,0,0,0,2,0,1,0,0,0
"FXR1",5305,6220,801,944,1018,1311,900,1937,1445,2254
"DNAJC19",507,551,848,1135,1105,1102,755,1071,1002,1254
"RP11-275H4.1",0,0,0,0,0,0,0,0,0,0
"RP11-4B14.3",0,0,0,0,0,0,0,0,0,2
"SOX2",10,16,0,4,0,2,0,2,2,9
"RP11-416O18.1",0,0,0,0,0,0,0,0,0,0
"RP11-416O18.2",0,0,0,0,0,0,0,0,0,0
"RP11-338L18.1",0,0,0,0,0,0,0,0,0,0
"RP11-139K4.1",1,0,0,0,0,0,0,0,0,0
"RP11-139K4.2",0,0,0,0,0,0,0,0,0,0
"RP11-646E18.2",0,0,0,0,0,0,0,0,0,0
"RP11-646E18.4",0,0,0,0,0,0,0,0,0,0
"RP11-225N10.1",0,2,2,0,0,4,0,2,0,0
"ATP11B",1450,1770,351,245,283,478,694,791,581,880
"RP11-531F16.4",2,2,0,0,5,0,0,1,0,0
"DCUN1D1",1338,1372,531,598,598,812,618,999,775,1459
"MCCC1",668,912,514,780,670,1066,1173,1786,1229,1466
"MCCC1-AS1",6,3,1,2,2,0,1,2,2,0
"LAMP3",10,46,18,4,16,2,0,14,0,6
"MCF2L2",8,11,4,4,0,0,0,0,0,0
"B3GNT5",517,496,36,24,8,6,33,65,20,12
"KLHL6",2,30,248,80,36,4,101,110,0,58
"KLHL6-AS1",8,2,4,10,20,2,6,12,10,2
"KLHL24",517,549,480,574,488,540,577,1422,1304,2012
"YEATS2",1350,1531,166,139,220,57,210,277,120,142
"YEATS2-AS1",19,14,0,4,0,0,0,5,1,0
"MAP6D1",36,71,38,36,41,16,24,37,20,8
"PARL",764,876,562,613,735,516,599,536,583,453
"ABCC5",1107,980,186,163,323,98,243,283,105,127
"ABCC5-AS1",0,1,0,0,0,0,1,0,0,0
"HTR3D",2,0,0,0,0,0,0,0,0,0
"HTR3C",0,0,0,2,2,0,0,0,0,0
"HTR3E-AS1",0,0,0,0,0,0,0,0,0,0
"HTR3E",0,0,0,0,0,0,0,0,0,0
"RP11-778D9.13",4,2,0,8,0,0,0,0,0,0
"RP11-778D9.12",6,2,9,13,18,3,3,16,4,10
"EIF2B5",1266,1641,562,710,865,632,1007,931,805,572
"DVL3",2550,2848,2133,1969,3074,962,1437,1543,1262,617
"AP2M1",7772,5669,3161,3431,3301,2780,3829,3541,2278,1929
"ABCF3",1797,1763,1318,1282,1842,1078,1219,1311,1256,714
"VWA5B2",4,13,14,2,8,10,35,6,4,0
"ALG3",1305,1366,600,548,682,518,1094,658,644,330
"ECE2",280,257,142,266,493,356,398,166,164,153
"CAMK2N2",2,7,45,58,125,34,8,1,13,2
"PSMD2",4109,4080,1560,1637,1759,1568,3038,2457,1526,1289
"EIF4G1",10693,12265,6525,4860,7020,4376,15216,11912,9623,5475
"FAM131A",260,443,332,235,242,110,82,168,135,125
"CLCN2",230,259,136,80,108,22,87,104,157,54
"POLR2H",1615,2048,684,929,1273,662,775,731,869,544
"THPO",276,420,199,318,230,164,253,290,447,154
"CHRD",1180,1317,7531,5661,5160,1160,4943,3054,5165,1602
"RP11-433C9.2",2,2,6,0,0,0,1,0,0,0
"EIF2B5-AS1",0,0,0,0,0,0,0,0,0,0
"EPHB3",28,60,14,25,102,2,18,6,2,49
"MAGEF1",957,1026,450,616,830,536,570,589,426,366
"RP11-329B9.4",2,0,0,2,3,0,0,6,0,0
"RP11-329B9.3",0,2,0,6,1,0,0,3,0,2
"RP11-329B9.5",0,0,0,0,8,0,0,0,0,0
"RP11-329B9.1",0,0,0,0,0,0,0,0,0,0
"VPS8",1087,1205,254,144,226,210,214,302,181,284
"C3orf70",6,12,12,22,24,0,8,28,0,0
"EHHADH-AS1",0,0,0,0,0,0,0,0,0,0
"EHHADH",1197,1190,3740,4608,4192,4408,3266,11985,10297,8292
"MAP3K13",968,960,374,361,458,322,491,874,575,782
"TMEM41A",976,1027,321,333,273,298,620,400,256,480
"LIPH",182,82,16,4,3,8,8,26,14,9
"SENP2",1359,1482,534,422,470,482,727,895,634,740
"IGF2BP2",2451,3766,104,58,18,8,33,62,18,20
"C3orf65",6,10,0,0,0,0,0,0,0,0
"TRA2B",2688,3082,1509,1205,1280,1621,1397,2106,1569,1749
"ETV5",808,1420,120,159,214,56,365,126,171,136
"ETV5-AS1",5,22,1,0,0,0,0,0,0,12
"DGKG",18,6,46,37,28,2,32,91,2,8
"RP11-78H24.1",0,0,0,0,0,0,0,0,0,0
"RP11-48F14.1",0,0,0,0,0,0,0,0,0,0
"RP11-48F14.2",0,0,0,0,0,0,0,0,0,0
"CRYGS",90,105,32,42,68,25,25,32,41,19
"TBCCD1",368,465,67,76,121,126,282,228,172,185
"DNAJB11",2736,3189,1189,717,983,1032,5047,885,780,919
"AHSG",10383,24971,81584,121998,127197,93939,53553,139587,123573,106447
"FETUB",45,61,2510,2621,2903,2715,884,3697,4345,3681
"RP11-134F2.2",2,3,21,25,16,3,0,24,29,15
"HRG",54,86,39624,34305,38881,39655,24913,132853,82575,65430
"RP11-573D15.8",12,4,9,11,16,16,31,23,48,7
"KNG1",1025,842,22489,24789,21431,51683,26852,52086,51342,72989
"RP11-573D15.9",129,200,6,6,4,14,15,13,11,9
"EIF4A2",13749,20514,3891,5077,4850,5473,2871,7106,4787,5786
"RFC4",408,892,63,56,83,78,94,98,59,48
"RP11-573D15.3",0,0,0,0,0,0,0,0,0,0
"RP11-573D15.2",5,17,3,0,6,3,6,4,3,0
"ADIPOQ",0,0,0,0,0,0,0,0,0,0
"ADIPOQ-AS1",0,0,0,0,0,0,0,0,0,0
"ST6GAL1",7157,9106,9413,10802,10992,12776,22528,23592,20445,23039
"RPL39L",184,420,20,18,25,23,28,21,12,12
"RP11-208N14.4",0,0,0,0,0,0,0,0,0,0
"RTP1",0,0,0,0,0,0,0,2,0,2
"MASP1",735,1200,4227,3495,3713,2479,2128,5247,3686,3565
"RTP4",10,0,60,72,78,26,26,82,48,55
"RP11-567G11.1",0,0,1,0,2,0,0,0,0,0
"SST",0,0,0,0,0,0,0,0,0,0
"RTP2",4,4,0,0,0,0,0,0,0,0
"RP11-211G3.3",3,2,0,1,0,0,0,0,4,1
"BCL6",1166,952,1106,413,522,212,1476,989,1711,626
"RP11-211G3.2",47,48,13,9,4,1,25,20,39,1
"RP11-30O15.1",0,0,0,0,0,0,0,0,0,0
"RP11-44H4.1",0,0,0,0,0,0,0,0,0,0
"RP11-132N15.3",0,0,0,0,0,0,0,1,2,0
"RP11-132N15.1",0,3,0,0,0,0,0,2,0,2
"RP11-132N15.2",0,7,0,3,0,0,0,2,0,3
"RP11-430L16.1",0,0,0,0,0,0,0,0,0,0
"LPP-AS2",34,17,24,32,30,24,8,34,32,32
"LPP",3661,5588,661,560,425,304,676,1725,1195,1515
"AC022498.1",6,4,24,6,8,0,2,6,17,6
"LPP-AS1",0,0,0,0,0,0,0,0,0,0
"TPRG1-AS1",1,2,31,20,24,26,65,112,66,168
"TPRG1",31,7,161,86,46,40,135,310,118,182
"TPRG1-AS2",0,0,0,0,0,0,2,0,0,0
"TP63",2,2,2,6,0,0,8,0,2,4
"LEPREL1",1107,38,212,201,182,7,157,210,8,8
"LEPREL1-AS1",2,0,0,0,0,0,0,0,0,1
"CLDN1",2948,6341,5321,3912,4012,5524,5520,11551,7548,8504
"CLDN16",20,54,13,20,11,23,26,55,31,24
"TMEM207",0,0,0,0,0,0,0,0,0,0
"IL1RAP",1484,1908,1972,1135,835,1375,2246,2964,3984,9331
"RP11-268E23.2",0,0,0,0,0,0,0,0,0,0
"RP11-95L3.2",0,0,0,0,0,0,0,0,0,0
"GMNC",56,56,50,22,86,138,78,111,111,210
"OSTN",0,0,0,0,0,0,0,1,0,0
"OSTN-AS1",0,0,8,8,0,4,0,4,0,6
"UTS2B",0,2,4,0,0,0,0,0,0,2
"CCDC50",1845,2979,1160,854,1089,952,1102,1553,1219,1143
"PYDC2",0,0,0,0,0,0,0,0,0,0
"RP11-197K6.1",21,0,0,0,0,0,0,0,0,0
"RP11-655G22.1",0,0,0,0,0,0,0,0,0,0
"FGF12",6,27,12,14,4,2,3,12,2,2
"FGF12-AS1",0,0,0,0,0,0,0,0,0,0
"FGF12-AS2",0,0,0,0,0,0,0,0,0,0
"FGF12-AS3",0,0,0,0,0,0,0,0,0,0
"MB21D2",100,196,40,46,10,0,8,30,2,2
"RP11-143P4.2",0,0,0,0,0,0,0,0,0,0
"HRASLS",2,0,10,0,4,0,0,0,0,0
"ATP13A5",0,0,2,0,0,0,0,0,0,0
"ATP13A5-AS1",0,0,0,0,0,0,0,0,0,0
"ATP13A4",8,0,32,9,12,4,9,15,4,1
"ATP13A4-AS1",0,0,0,0,0,0,0,0,0,0
"OPA1",2232,2793,645,673,781,1145,1156,1402,1009,1415
"OPA1-AS1",2,4,0,0,0,2,0,0,1,0
"RP11-528A4.2",84,48,0,0,0,0,0,0,0,0
"RP11-699L21.1",1,0,8,2,1,4,0,6,2,1
"RP11-699L21.2",0,2,0,0,2,0,2,0,0,0
"RP11-135A1.3",0,0,2,5,8,9,3,2,2,15
"RP11-135A1.2",33,38,6,14,12,1,8,2,0,2
"HES1",3859,5645,1340,1902,3394,600,1061,677,1752,456
"RP11-513G11.4",0,0,2,1,1,0,1,0,2,3
"RP11-513G11.3",0,2,42,95,109,142,64,101,55,104
"RP11-513G11.2",4,0,2,5,4,2,4,2,0,2
"LINC00887",2,4,2,2,0,4,4,2,4,0
"CPN2",1473,1693,6282,4575,5070,3165,8862,5702,7746,4936
"LRRC15",0,6,6,2,2,0,2,0,2,2
"GP5",2,0,4,8,2,4,2,6,11,7
"ATP13A3",4286,7038,1513,1817,1555,2376,1775,4027,3949,5216
"LINC00884",22,59,58,115,101,56,20,31,42,50
"TMEM44-AS1",72,36,72,83,126,110,53,66,139,183
"TMEM44",245,318,142,115,162,5,60,116,19,26
"AC046143.3",16,15,15,3,6,0,3,14,4,2
"RP11-534C12.1",2,1,10,1,2,2,0,0,0,0
"LSG1",1035,903,529,320,714,527,863,683,699,764
"FAM43A",85,28,354,372,304,6,135,360,18,12
"AC106706.1",0,0,0,0,0,0,0,0,0,0
"AC090505.6",0,0,0,0,0,0,0,0,0,0
"AC090505.4",0,0,0,0,0,0,0,0,0,0
"AC090505.1",0,0,0,0,0,0,0,0,0,0
"XXYLT1",371,350,132,72,66,12,86,53,14,18
"XXYLT1-AS1",0,0,0,0,0,0,0,0,0,0
"XXYLT1-AS2",0,0,0,0,0,0,0,1,0,0
"ACAP2",1211,1381,244,212,308,258,503,609,331,490
"PPP1R2",944,820,429,407,348,306,315,398,289,395
"AC091633.3",0,0,1,0,0,0,0,4,0,0
"APOD",16,2,26,18,10,0,0,4,0,0
"RP11-141C7.4",7,9,0,0,0,0,0,0,0,0
"AC069513.4",8,2,8,6,2,0,4,0,2,2
"LINC00969",1134,1693,611,533,561,303,564,988,849,881
"MUC20",27,45,142,104,127,12,53,135,127,51
"MUC4",28,8,28,15,30,8,8,19,16,10
"AC124944.5",0,0,0,0,0,0,0,0,0,0
"TNK2",394,550,2261,1971,6142,569,1261,851,730,518
"TNK2-AS1",0,1,1,0,13,2,4,2,2,6
"AC124944.3",1,0,0,0,0,0,0,0,0,0
"RP11-352G9.1",0,0,0,0,0,1,3,0,0,0
"RP11-480A16.1",104,80,0,10,22,5,6,17,6,4
"TFRC",3473,3753,389,276,393,671,1988,1601,1218,427
"LINC00885",0,0,42,92,18,11,4,31,4,16
"ZDHHC19",2,17,69,43,38,20,11,46,99,27
"SLC51A",276,146,805,726,1501,1047,222,1641,1744,850
"PCYT1A",1408,1400,566,474,621,491,805,793,675,571
"RP11-447L10.1",0,0,0,0,0,0,0,0,0,0
"AC069257.8",1,0,0,0,0,0,0,2,1,0
"TCTEX1D2",15,8,2,2,1,0,3,5,2,1
"TM4SF19",0,0,0,0,0,0,0,0,0,0
"TM4SF19-AS1",1,2,0,0,4,0,0,0,0,2
"UBXN7",1436,1585,161,182,216,207,308,590,426,539
